time,Company,Year,Month,open,high,low,close,volume
2/18/2000,Apple Inc.,2000,2,114.62,115.37,110.87,111.25,2084300
2/22/2000,Microsoft Corporation,2000,2,95.12,97.12,92.81,93.81,33148100
2/22/2000,Amazon.com Inc.,2000,2,64.94,66.5,63.06,63.56,5685800
2/22/2000,Apple Inc.,2000,2,110.12,116.94,106.69,113.81,3770500
2/23/2000,Apple Inc.,2000,2,113.23,119,111,116.25,4224100
2/23/2000,Amazon.com Inc.,2000,2,64.88,71.75,64.69,70.44,8441200
2/23/2000,Microsoft Corporation,2000,2,93.5,95.75,92.06,94.25,37923600
2/24/2000,Apple Inc.,2000,2,117.31,119.12,111.75,115.2,3361000
2/24/2000,Amazon.com Inc.,2000,2,70.56,71.38,65.63,68.44,5869300
2/24/2000,Microsoft Corporation,2000,2,94.25,95.87,92,94.75,34866600
2/25/2000,Amazon.com Inc.,2000,2,67.44,69.38,65.19,69.13,4870500
2/25/2000,Apple Inc.,2000,2,114.81,117,110.12,110.37,2224500
2/25/2000,Microsoft Corporation,2000,2,94.69,94.7,90.5,91.31,32650700
2/28/2000,Apple Inc.,2000,2,110.12,115,108.37,113.25,2931500
2/28/2000,Amazon.com Inc.,2000,2,66.56,67.19,64.13,65.75,5057700
2/28/2000,Microsoft Corporation,2000,2,90.25,92.12,88.12,91.56,38065900
2/29/2000,Amazon.com Inc.,2000,2,66,68.97,65.88,68.88,7148500
2/29/2000,Apple Inc.,2000,2,113.56,117.25,112.56,114.62,3294300
2/29/2000,Microsoft Corporation,2000,2,91.75,91.75,88.87,89.37,29218700
3/1/2000,Amazon.com Inc.,2000,3,67.63,68.5,65,65.88,5576700
3/1/2000,Microsoft Corporation,2000,3,89.62,94.09,88.94,90.81,53444900
3/1/2000,Apple Inc.,2000,3,118.56,132.06,118.5,130.31,9616100
3/2/2000,Amazon.com Inc.,2000,3,64.94,65,62.19,62.56,7980100
3/2/2000,Apple Inc.,2000,3,127,127.94,120.69,122,2779100
3/2/2000,Microsoft Corporation,2000,3,91.81,95.37,91.12,93.37,53466300
3/3/2000,Amazon.com Inc.,2000,3,63.25,64.75,62.06,62.5,6059500
3/3/2000,Apple Inc.,2000,3,124.87,128.23,120,128,2887200
3/3/2000,Microsoft Corporation,2000,3,94.75,98.87,93.87,96.12,50717600
3/6/2000,Apple Inc.,2000,3,126,129.13,125,125.69,1880000
3/6/2000,Amazon.com Inc.,2000,3,62.88,67.25,62.81,63.94,7665800
3/6/2000,Microsoft Corporation,2000,3,96,97.37,90.12,90.62,46804700
3/7/2000,Apple Inc.,2000,3,126.44,127.44,121.12,122.87,2437600
3/7/2000,Microsoft Corporation,2000,3,96.12,97.5,91.94,92.87,67530500
3/7/2000,Amazon.com Inc.,2000,3,64.88,65.81,62.13,63.5,4178800
3/8/2000,Apple Inc.,2000,3,122.87,123.94,118.56,122,2421700
3/8/2000,Microsoft Corporation,2000,3,93.81,96.19,91,95.56,47145000
3/8/2000,Amazon.com Inc.,2000,3,63.25,64.75,60.56,63.63,5940700
3/9/2000,Amazon.com Inc.,2000,3,63,69,62.19,68.81,8312500
3/9/2000,Apple Inc.,2000,3,120.87,125,118.25,122.25,2470700
3/9/2000,Microsoft Corporation,2000,3,95.31,100,95,100,44099400
3/10/2000,Apple Inc.,2000,3,121.69,127.94,121,125.75,2219700
3/10/2000,Microsoft Corporation,2000,3,99.56,102.5,99.5,101,42794500
3/10/2000,Amazon.com Inc.,2000,3,67.25,68.53,65,66.88,3713500
3/13/2000,Amazon.com Inc.,2000,3,64,66.63,63,65.31,5634300
3/13/2000,Apple Inc.,2000,3,122.12,126.5,119.5,121.31,2713900
3/13/2000,Microsoft Corporation,2000,3,97.62,100.25,97.5,98,30915900
3/14/2000,Apple Inc.,2000,3,121.22,124.25,114,114.25,3826600
3/14/2000,Amazon.com Inc.,2000,3,66.06,66.94,63.38,65.63,4805300
3/14/2000,Microsoft Corporation,2000,3,98.62,99.25,95.12,95.12,36744600
3/15/2000,Amazon.com Inc.,2000,3,64.75,65.13,62,63.75,6082700
3/15/2000,Apple Inc.,2000,3,115.62,120.25,114.12,116.25,3960800
3/15/2000,Microsoft Corporation,2000,3,94.56,96.62,93.69,95.37,26604000
3/16/2000,Amazon.com Inc.,2000,3,62.25,66.38,60,66.25,9703100
3/16/2000,Apple Inc.,2000,3,117.31,122,114.5,121.56,3375900
3/16/2000,Microsoft Corporation,2000,3,95.94,96.69,93.25,95.37,38650400
3/17/2000,Apple Inc.,2000,3,120.12,125,119.62,125,2723600
3/17/2000,Amazon.com Inc.,2000,3,66.06,66.38,64.5,64.81,5298500
3/17/2000,Microsoft Corporation,2000,3,95.25,99.5,94.5,99.37,40580800
3/20/2000,Apple Inc.,2000,3,123.5,126.25,122.37,123,1825800
3/20/2000,Amazon.com Inc.,2000,3,63.5,64.5,62.38,64.19,5813500
3/20/2000,Microsoft Corporation,2000,3,98.75,99.75,96.5,97.37,23886500
3/21/2000,Amazon.com Inc.,2000,3,65.13,73,62.25,72.38,17082900
3/21/2000,Apple Inc.,2000,3,122.56,136.75,121.62,134.94,4681500
3/21/2000,Microsoft Corporation,2000,3,96.75,103.12,96.5,102.75,40824400
3/22/2000,Microsoft Corporation,2000,3,102.81,105.62,101.12,103.25,46987900
3/22/2000,Amazon.com Inc.,2000,3,70.88,74,69.25,70.69,11566400
3/22/2000,Apple Inc.,2000,3,132.78,144.38,131.56,144.19,5071400
3/23/2000,Apple Inc.,2000,3,142,150.38,140,141.31,5022900
3/23/2000,Amazon.com Inc.,2000,3,69.5,70.94,67.5,67.69,5442100
3/23/2000,Microsoft Corporation,2000,3,106.81,112.87,106.62,111.87,74112000
3/24/2000,Amazon.com Inc.,2000,3,74.62,75.25,71.31,72.69,9746000
3/24/2000,Microsoft Corporation,2000,3,112.62,115,109.56,111.69,56098400
3/24/2000,Apple Inc.,2000,3,142.44,143.94,135.5,138.69,3990300
3/27/2000,Apple Inc.,2000,3,137.63,144.75,136.88,139.56,2492700
3/27/2000,Microsoft Corporation,2000,3,107.77,108.25,103.94,104.06,55717000
3/27/2000,Amazon.com Inc.,2000,3,72.25,75.13,71.75,73.13,4748600
3/28/2000,Microsoft Corporation,2000,3,103.62,107.44,102.37,104.31,40557200
3/28/2000,Amazon.com Inc.,2000,3,72.38,72.75,69.47,70.13,5197600
3/28/2000,Apple Inc.,2000,3,137.25,142,137.13,139.13,1812200
3/29/2000,Microsoft Corporation,2000,3,105.19,108.94,105.12,107.19,32181900
3/29/2000,Amazon.com Inc.,2000,3,69.5,69.88,65,66.25,5886500
3/29/2000,Apple Inc.,2000,3,139.38,139.44,133.83,135.94,2141400
3/30/2000,Amazon.com Inc.,2000,3,64.5,67.38,64,66.5,5034000
3/30/2000,Apple Inc.,2000,3,133.56,137.69,125.44,125.75,3700000
3/30/2000,Microsoft Corporation,2000,3,106.19,108.62,102.5,103.37,32089200
3/31/2000,Amazon.com Inc.,2000,3,66.75,67.13,63,67,5115500
3/31/2000,Microsoft Corporation,2000,3,106,108.25,104.12,106.25,32140700
3/31/2000,Apple Inc.,2000,3,127.44,137.25,126,135.81,3612800
4/3/2000,Microsoft Corporation,2000,4,94.44,96.5,90,90.87,130059100
4/3/2000,Apple Inc.,2000,4,135.5,139.5,129.44,133.31,2933600
4/3/2000,Amazon.com Inc.,2000,4,65.44,65.69,62,63.56,4865400
4/4/2000,Microsoft Corporation,2000,4,91.56,92,84.94,88.56,90622200
4/4/2000,Apple Inc.,2000,4,132.63,133,116.75,127.31,5895800
4/4/2000,Amazon.com Inc.,2000,4,62.88,65.44,55.75,63.94,14318000
4/5/2000,Microsoft Corporation,2000,4,88.25,88.5,85.87,86.37,41443800
4/5/2000,Apple Inc.,2000,4,126.47,132.88,124,130.38,4086300
4/5/2000,Amazon.com Inc.,2000,4,61.75,64.94,60.5,62.19,4900000
4/6/2000,Microsoft Corporation,2000,4,87.87,88,85.27,86,33210700
4/6/2000,Apple Inc.,2000,4,130.63,134.5,123.25,125.19,2318100
4/6/2000,Amazon.com Inc.,2000,4,63.44,65.5,61.88,64.25,6032700
4/7/2000,Microsoft Corporation,2000,4,87,89.37,85,89.06,41306800
4/7/2000,Apple Inc.,2000,4,127.25,131.88,125.5,131.75,2164600
4/7/2000,Amazon.com Inc.,2000,4,65.13,68.63,64.13,67.56,6052300
4/10/2000,Amazon.com Inc.,2000,4,67.25,68.44,63.25,63.38,4523600
4/10/2000,Apple Inc.,2000,4,131.69,132.75,124.75,125,1895200
4/10/2000,Microsoft Corporation,2000,4,88.62,88.62,86,86.06,30342700
4/11/2000,Amazon.com Inc.,2000,4,62.5,66,61.25,63.38,4706600
4/11/2000,Apple Inc.,2000,4,123.5,124.87,118.06,119.44,4837700
4/11/2000,Microsoft Corporation,2000,4,85.12,86.06,83.5,83.87,35980900
4/12/2000,Apple Inc.,2000,4,119,119,104.87,109.25,8403000
4/12/2000,Amazon.com Inc.,2000,4,64,64.38,56.25,56.38,8695500
4/12/2000,Microsoft Corporation,2000,4,82.12,82.25,78.75,79.37,76501900
4/13/2000,Amazon.com Inc.,2000,4,57.88,58.75,47.94,48,10679000
4/13/2000,Microsoft Corporation,2000,4,80.87,82.25,79,79.25,47158100
